_id,spending_behavior,processing_timestamp,applicant_info.full_name,applicant_info.email,applicant_info.ssn,applicant_info.ip_address,applicant_info.gender,applicant_info.date_of_birth,applicant_info.zip_code,financials.annual_income,financials.credit_history_months,financials.debt_to_income,financials.savings_balance,decision.loan_approved,decision.rejection_reason,loan_purpose,decision.interest_rate,decision.approved_amount,financials.annual_salary,notes
app_074,"[{'category': 'Rent', 'amount': 517}, {'category': 'Alcohol', 'amount': 194}]",,Paul Flores,paul.flores81@hotmail.com,385-49-5779,192.168.22.86,Male,28/03/1999,10033,39000,82,0.19,12904,False,low_income,,,,,
app_072,"[{'category': 'Travel', 'amount': 388}]",,Kimberly Anderson,kimberly.anderson44@mail.com,534-80-4167,172.23.107.141,Female,1998-03-14,30044,65000,20,0.28,19076,False,insufficient_credit_history,,,,,
app_452,"[{'category': 'Groceries', 'amount': 626}, {'category': 'Rent', 'amount': 377}, {'category': 'Utilities', 'amount': 105}]",,Nancy Young,nancy.young58@protonmail.com,645-69-5977,192.168.219.132,F,1994-03-25,90221,66000,67,0.07,24654,False,algorithm_risk_score,,,,,
app_450,"[{'category': 'Dining', 'amount': 742}]",,Betty Walker,betty.walker73@mail.com,664-30-6164,10.36.80.238,F,18/03/1988,90227,89000,67,0.29,27374,False,algorithm_risk_score,,,,,
app_442,"[{'category': 'Healthcare', 'amount': 536}]",,Amanda Wright,amanda.wright91@mail.com,735-49-5306,192.168.34.15,Female,1972-12-18,90232,58000,88,0.11,13402,False,algorithm_risk_score,,,,,
app_438,"[{'category': 'Travel', 'amount': 745}, {'category': 'Dining', 'amount': 136}, {'category': 'Fitness', 'amount': 612}]",,Ryan Jones,ryan.jones94@protonmail.com,585-89-1335,192.168.173.123,Male,1995-12-19,10090,38000,35,0.22,7228,False,algorithm_risk_score,,,,,
app_040,"[{'category': 'Entertainment', 'amount': 499}]",,Samuel Carter,samuel.carter11@yahoo.com,692-44-9305,172.23.184.53,Male,1983-05-05,10015,90000,51,0.19,28995,False,algorithm_risk_score,,,,,
app_039,"[{'category': 'Utilities', 'amount': 513}]",,Robert Anderson,robert.anderson1@hotmail.com,892-10-2689,192.168.126.225,Male,30/09/1978,90249,137000,73,0.29,62951,False,algorithm_risk_score,,,,,
app_037,"[{'category': 'Rent', 'amount': 608}, {'category': 'Dining', 'amount': 96}, {'category': 'Healthcare', 'amount': 243}]",,Brandon Walker,brandon.walker2@yahoo.com,425-69-4784,10.1.102.112,M,1992-03-31,10032,78000,51,0.18,17915,False,algorithm_risk_score,,,,,
app_066,"[{'category': 'Insurance', 'amount': 531}]",,Debra Young,debra.young83@icloud.com,816-55-7955,172.16.242.146,Female,1999/09/10,90214,28000,20,0.36,11680,False,algorithm_risk_score,,,,,
app_065,"[{'category': 'Rent', 'amount': 841}, {'category': 'Healthcare', 'amount': 433}, {'category': 'Insurance', 'amount': 836}]",,Amy Sanchez,amy.sanchez67@mail.com,684-77-5305,10.60.248.190,F,1992-10-08,10070,109000,41,0.37,30645,False,algorithm_risk_score,,,,,
app_064,"[{'category': 'Fitness', 'amount': 409}, {'category': 'Shopping', 'amount': 433}]",,Paul Martin,paul.martin91@yahoo.com,500-65-1608,192.168.73.18,Male,1992-06-22,10009,81000,64,0.37,40674,False,algorithm_risk_score,,,,,
app_059,"[{'category': 'Rent', 'amount': 234}]",,Jack Lewis,jack.lewis27@hotmail.com,134-13-3673,10.132.239.142,Male,1992/11/21,10029,103000,50,0.3,40581,False,algorithm_risk_score,,,,,
app_023,"[{'category': 'Fitness', 'amount': 555}, {'category': 'Groceries', 'amount': 661}, {'category': 'Utilities', 'amount': 372}]",,Patrick Flores,patrick.flores43@mail.com,495-77-3208,172.24.122.194,M,1998-07-21,10019,44000,55,0.08,27397,False,algorithm_risk_score,,,,,
app_049,"[{'category': 'Fitness', 'amount': 444}, {'category': 'Entertainment', 'amount': 848}, {'category': 'Groceries', 'amount': 131}]",,Donna Gonzalez,donna.gonzalez12@yahoo.com,845-50-3562,192.168.14.85,F,2000/05/22,90278,59000,92,0.36,31881,False,algorithm_risk_score,,,,,
app_046,"[{'category': 'Transportation', 'amount': 379}, {'category': 'Groceries', 'amount': 156}, {'category': 'Healthcare', 'amount': 585}]",,Sandra Nelson,sandra.nelson20@mail.com,878-19-2678,192.168.226.197,Female,1977-05-13,90231,122000,44,0.29,34688,False,algorithm_risk_score,,,,,
app_045,"[{'category': 'Dining', 'amount': 390}]",,Jennifer Thomas,jennifer.thomas38@protonmail.com,848-81-7036,172.16.244.182,F,1964-12-22,90237,76000,82,0.21,25982,False,algorithm_risk_score,,,,,
app_044,"[{'category': 'Fitness', 'amount': 526}]",,James Brown,james.brown50@mail.com,181-41-8267,192.168.158.107,Male,1992-02-02,10021,73000,50,0.07,19027,False,algorithm_risk_score,,,,,
app_042,"[{'category': 'Insurance', 'amount': 153}, {'category': 'Dining', 'amount': 468}]",,Joseph Lopez,joseph.lopez1@gmail.com,652-70-5530,192.168.91.142,Male,1990-05-04,10044,69000,43,0.41,15974,False,algorithm_risk_score,,,,,
app_468,"[{'category': 'Transportation', 'amount': 701}]",,Patrick Martinez,patrick.martinez26@aol.com,996-86-6099,172.31.95.30,Male,1999-05-23,10046,22000,35,0.35,8982,False,insufficient_credit_history,,,,,
app_464,"[{'category': 'Dining', 'amount': 850}, {'category': 'Rent', 'amount': 325}]",,Christine Hill,christine.hill24@gmail.com,400-67-4126,172.21.190.120,Female,13/06/1993,90239,41000,28,0.33,22193,False,high_dti_ratio,,,,,
app_463,"[{'category': 'Travel', 'amount': 690}, {'category': 'Transportation', 'amount': 229}]",,Emma Clark,emma.clark61@outlook.com,976-47-3536,10.194.129.196,Female,1975-04-26,90205,,50,0.29,66878,False,algorithm_risk_score,,,,86000.0,
app_461,"[{'category': 'Entertainment', 'amount': 610}, {'category': 'Transportation', 'amount': 226}]",,Shirley Robinson,shirley.robinson11@yahoo.com,934-39-1807,192.168.85.100,F,1997-06-20,90280,46000,38,0.28,13390,False,algorithm_risk_score,,,,,
app_460,"[{'category': 'Utilities', 'amount': 438}]",,Helen Ramirez,helen.ramirez17@yahoo.com,993-57-7662,10.10.20.83,Female,1988-05-31,90266,85000,19,0.41,28777,False,insufficient_credit_history,,,,,
app_472,"[{'category': 'Fitness', 'amount': 798}, {'category': 'Groceries', 'amount': 132}]",,Dennis Lewis,dennis.lewis59@gmail.com,852-99-9160,172.27.4.156,Male,1977-04-09,10080,81000,53,0.44,16798,False,algorithm_risk_score,,,,,
app_469,"[{'category': 'Rent', 'amount': 320}, {'category': 'Utilities', 'amount': 353}]",,Sandra Garcia,sandra.garcia94@protonmail.com,470-66-7883,192.168.232.123,Female,1997/03/01,90218,47000,11,0.38,21972,False,algorithm_risk_score,,,,,
app_030,"[{'category': 'Healthcare', 'amount': 874}]",,Christopher Allen,christopher.allen95@hotmail.com,605-74-9223,172.20.144.30,Male,1989-03-12,10063,72000,30,0.37,28898,False,insufficient_credit_history,,,,,
app_028,"[{'category': 'Fitness', 'amount': 145}]",,Brenda Robinson,brenda.robinson48@mail.com,636-75-6279,172.21.129.236,Female,1985-09-06,10003,90000,60,0.2,38832,False,algorithm_risk_score,,,,,
app_027,"[{'category': 'Groceries', 'amount': 576}]",,Nicole Taylor,nicole.taylor83@icloud.com,518-58-6736,192.168.213.217,Female,1994-04-05,90214,75000,16,0.28,31461,False,insufficient_credit_history,,,,,
app_025,"[{'category': 'Education', 'amount': 383}]",,Rebecca Walker,rebecca.walker90@aol.com,501-69-2266,192.168.166.120,Female,1965-11-07,90284,72000,63,0.25,33294,False,algorithm_risk_score,,,,,
app_453,"[{'category': 'Travel', 'amount': 372}, {'category': 'Groceries', 'amount': 145}]",,Kenneth Torres,kenneth.torres3@protonmail.com,330-78-9036,192.168.178.124,Male,2000/04/13,10030,28000,0,0.22,12529,False,insufficient_credit_history,,,,,
app_004,"[{'category': 'Transportation', 'amount': 329}, {'category': 'Groceries', 'amount': 810}]",,Karen Nelson,karen.nelson35@outlook.com,486-50-5539,172.31.79.76,F,02/28/1995,90217,69000,9,0.41,10327,False,high_dti_ratio,,,,,
app_498,"[{'category': 'Education', 'amount': 177}, {'category': 'Fitness', 'amount': 93}]",,James Rivera,james.rivera25@gmail.com,942-34-6834,172.18.221.237,Male,1989-10-19,90276,86000,33,0.29,36901,False,algorithm_risk_score,,,,,
app_497,"[{'category': 'Groceries', 'amount': 423}]",,Patrick Wilson,patrick.wilson77@hotmail.com,655-58-3025,10.131.43.18,Male,04/20/1994,90233,48000,4,0.1,21540,False,algorithm_risk_score,,,,,
app_494,"[{'category': 'Education', 'amount': 668}, {'category': 'Entertainment', 'amount': 825}]",,Robert Mitchell,robert.mitchell50@protonmail.com,444-83-7991,172.18.234.214,M,1999/07/11,10073,32000,0,0.32,9358,False,insufficient_credit_history,,,,,
app_492,"[{'category': 'Transportation', 'amount': 576}, {'category': 'Gambling', 'amount': 339}]",,Cynthia Garcia,cynthia.garcia42@mail.com,809-99-1251,172.25.153.215,Female,1994/03/03,90225,46000,0,0.09,9578,False,algorithm_risk_score,,,,,
app_491,"[{'category': 'Healthcare', 'amount': 792}]",,Mary Harris,mary.harris76@protonmail.com,945-13-9714,10.78.4.251,Female,1974-01-17,10048,79000,100,0.1,30078,False,algorithm_risk_score,,,,,
app_490,"[{'category': 'Entertainment', 'amount': 753}, {'category': 'Healthcare', 'amount': 478}]",,Catherine King,catherine.king79@gmail.com,305-93-9799,172.29.194.13,Female,1987/04/13,90251,171000,74,0.26,45864,False,algorithm_risk_score,,,,,
app_489,"[{'category': 'Utilities', 'amount': 640}, {'category': 'Rent', 'amount': 894}]",,Barbara Johnson,barbara.johnson68@gmail.com,413-10-2568,10.64.32.85,Female,1966-07-25,90284,47000,84,0.06,14947,False,low_income,,,,,
app_488,"[{'category': 'Entertainment', 'amount': 635}, {'category': 'Education', 'amount': 849}]",,Rachel Moore,rachel.moore12@yahoo.com,366-85-5787,172.28.143.21,Female,1999-12-14,90201,33000,0,0.2,7021,False,algorithm_risk_score,,,,,
app_487,"[{'category': 'Utilities', 'amount': 738}]",,Alexander Robinson,alexander.robinson55@yahoo.com,430-74-1011,172.16.177.5,Male,1986-10-29,10057,60000,16,0.24,22759,False,algorithm_risk_score,,,,,
app_005,"[{'category': 'Insurance', 'amount': 585}]",,Christine Mitchell,christine.mitchell3@outlook.com,400-91-8156,172.25.44.173,Female,1960/06/19,90296,39000,76,0.06,15011,False,algorithm_risk_score,,,,,
app_268,"[{'category': 'Utilities', 'amount': 267}, {'category': 'Gambling', 'amount': 751}]",,Larry Williams,,,,,1971-05-14,10005,112000,102,0.07,54823,True,,,3.4,41000.0,,
app_075,"[{'category': 'Shopping', 'amount': 121}, {'category': 'Transportation', 'amount': 59}, {'category': 'Entertainment', 'amount': 882}]",,Margaret Williams,,,,,,,61000,29,0.15,25894,True,,,5.1,22000.0,,
app_120,"[{'category': 'Utilities', 'amount': 808}, {'category': 'Dining', 'amount': 590}]",,Carolyn Martin,,,,Female,,90240,103000,96,0.45,26517,False,algorithm_risk_score,,,,,
